PROTOCOLO,ÓRGÃO,ENCAMINHAMENTO,MÊS,RESOLUBILIDADE,PEDIDO,ASSUNTO,RESPOSTA,TIPO RESPOSTA,MOTIVO TIPO
201957746,CTM,19/07/2019,julho,Concluído no Prazo,Gostaria de solicitar a planta baixa do terminal integrado da macaxeira no formato DWG,transporte,"Considerando o Pedido de Acesso à Informação, temos a informar que segue em anexo a planta baixa do Terminal Integrado da Macaxeira.",Acesso concedido,Não se aplica
201957900,UPE,19/07/2019,julho,Concluído no Prazo,"Gostaria de receber a lista completa de todos os professores vinculados ao departamento de História da Universidade de Pernambuco-UPE,  com a informação sobre a natureza  vínculo  de cada um deles com a universidade, ou seja, se são servidores efetivos ou contratados e qual o regime jurídico da contratação.",Servidores,"Esta Ouvidoria da Universidade de Pernambuco - UPE, encaminha em anexo a resposta do seu  Pedido de Acesso à Informação registrado sob o Número de Protocolo: 57900/2019, enviado pela Autoridade Administrativa da Lei de Acesso à Informação/LAI desta UPE, Sra. Hosana Apolinária Rodrigues de Lima.",Acesso concedido,Não se aplica
201957769,COMPESA,19/07/2019,julho,Concluído no Prazo,"A Prefeitura está sendo cobrada mensalmente por uma entrega de água via carro pipa, porém, não há registro de entrada deste tipo de veículo em nossas dependências. Poderiam enviar algo que comprove essa prestação de serviço?Por favor, envie placa e dados do motorista que alega fazer essa entrega de água em nossas dependências.",Saneamento,""" O sistema GPIPA é um serviço terceirizado contratado pela COMPESA para automatizar e monitorar os pontos de abastecimento de carros-pipa no Estado de Pernambuco, com controle através de tecnologia GRPS (uso de chip de telefonia celular) ou uso de cartão magnético tipo RFID.Quando recebemos a solicitação de uma entidade para solicitar o fornecimento de água de um destes pontos existentes com o caminhão próprio da interessada, e com a cobrança automática na fatura de água da COMPESA, um contrato é criado no GPIPA para a implantação do(s) carro(s) da interessada, onde cada veículo recebe uma senha de 4 dígitos para o acesso ao ponto automatizado de abastecimento.Com relação à Prefeitura Municipal de Araripina, foram solicitados no passado pela mesma, três contratos para acesso de carros-pipa e cobrança direta na matrícula da COMPESA N° 1527630. Esta matrícula é a mesma que consta nos Registros de Atendimento mencionado na reclamação abaixo. Os referidos contratos no GPIPA estão identificados pelos números 321, 331 e 444.Para o contrato 321, cuja identificação é ""PREF MUNIC ARARIPINA - SEINFRA"", encontram-se cadastrados pela própria Prefeitura os seguintes caminhões-pipa: PGU-8208, KFE-9441, KFD-2321, LUW-0353 e CST-6450. O responsável pela implantação e acompanhamento do contrato é FABRÍCIO ALENCAR SILVA (fabricio.alencar@araripina.pe.gov.br<mailto:fabricio.alencar@araripina.pe.gov.br>).Para o contrato 331, cuja identificação é ""PREF MUNIC ARARIPINA - SEC EDUCAÇÃO"", encontram-se cadastrados pela própria Prefeitura os seguintes caminhões-pipa: MAH-4428, KGH-5329 e HBX-8560. O responsável pela implantação e acompanhamento do contrato é CIBELY LIMA BATISTA ARRAES (cybarraes@hotmail.com<mailto:cybarraes@hotmail.com>).Para o contrato 444, cuja identificação é ""PREF MUNIC ARARIPINA - SEC MEIO AMBIENTE"", encontra-se cadastrado pela própria Prefeitura apenas o caminhão-pipa: ETH-0555.Todas as retiradas de água que estes caminhões realizarem, serão cobrados sistematicamente no mês subsequente à retirada, na matrícula 1527630.  O responsável pela implantação e acompanhamento do contrato é MARIA CRISTINA RIBEIRO DE ALENCAR (cristinaalencar_9@hotmail.com<mailto:cristinaalencar_9@hotmail.com>).Segundo informações fornecidas pela Coordenação Regional de Araripina, em 06/08/2019, tem-se registrada a presença regular dos cinco caminhões registrados para a Secretaria de Infraestrutura, para realizar o abastecimento de diversos prédios da Prefeitura.Será importante a ratificação do exercício destes caminhões uma vez que foi a própria Prefeitura que apresentou e implantou tais veículos para abastecimento",Acesso concedido,Não se aplica
201956932,UPE,22/07/2019,julho,Concluído no Prazo,"Necessito do endereço de e-mail dos coordenadores dos cursos de licenciatura presencial da UPE em seus diferentes campus. Detalho a seguir:Ciências Biológicas - Campus Garanhuns, Mata Norte e PetrolinaCiências Sociais - Campus Santo AmaroComputação - Campus GaranhunsEducação Física - Campus Santo AmaroGeografia - Campus Garanhuns, Mata Norte e PetrolinaHistória - Campus Garanhuns, Mata Norte e PetrolinaLetras - EspanholLetras - Português - Campus GaranhunsLetras - Português e Espanhol - Campus PetrolinaLetras - Português e Inglês - Campus Petrolina, Mata NorteMatemática - Campus Garanhuns, Mata Norte e PetrolinaPedagogia - Campus Garanhuns, Mata Norte e Petrolina",Informações institucionais,Anexa-se a este protocolo e ao a-mail da solicitante o parecer a este Pedido de Acesso à informação/PAI.,Acesso concedido,Não se aplica
201957666,SDS,22/07/2019,julho,Concluído no Prazo,"Gostaria de uma tabela com os dados sobre apreensões de drogas no Estado,  de janeiro de 2018 a junho de 2019.Gostaria que os dados possuam informações referentes a:* data da ocorrência* hora da ocorrência* bairro da ocorrência* logradouro da ocorrência* quantidade de droga apreendida* tipo de droga apreendida",Segurança Pública,"Relatório nº 640/2019-GACE/SDS, datado de 19 de agosto de 2019; acostado de Planilha em Excel oriunda da GACE/SDS; acostada do Termo de Classificação de Informação - TCI nº 04/2019?.Obs.: O Termo de Classificação de Informação - TCI nº 04/2019, impede a divulgação de dados de criminalidade por: bairros, rua e logradouros no período de 05 (cinco) anos.",Acesso parcialmente concedido,Não se aplica
201958374,COMPESA,23/07/2019,julho,Concluído no Prazo,"Solicitamos o envio das fotos que demostram a irregularidade por ligação clandestina, conforme protocolo nº 20191027696168, pedimos por favor com a máxima URGÊNCIA.RA:xxxxx/FISCALIZACAO IRREGULARIDADES RUA xxxxxxx0Matrícula do Imóvel:xxxxxxxxx",Serviço Público,"Cumprindo os requisitos da Lei de Acesso à Informação nº 14.804 de 29 de Outubro de 2012 e Decreto Estadual que regulamenta a LAI nº 38.787 de 30 de Outubro de 2012. Segue em anexo, em resposta ao questionamento nº 201958374, várias Ordens de Serviço e Registros de Atendimento, com as respectivas imagens, uma vez que as mesmas ocorreram em vários dias e dizem respeito sobre a Fiscalização de Irregularidades do imóvel solicitado",Acesso concedido,Não se aplica
201958392,SEE,23/07/2019,julho,Concluído Fora do Prazo,"Solicito a relação de todos os professores contratados por tempo determinado para lecionar a disciplina de Biologia da rede estadual de ensino da Cidade de João Alfredo, constando nome completo, data de início da vigência dos contratos, a data do fim da vigência dos contratos ou a data prevista para o fim da vigência dos contratos de tais servidores e a indicação de que a relação refere-se a servidores contratados por tempo determinado para lecionar a disciplina de Biologia na Rede Estadual de ensino.Solicito o nome dos professores de biologia que comprem o quadro efetivo no município de Joao Alfredo.Solicito, ainda, informação sobre exoneração (a pedido ou a critério da administração), aposentadoria ou falecimento nos anos de 2017/2018/2019  de algum professor de biologia no município de Joao Alfredo, constando nomes e datas.",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados  por essa LAI.Outrossim, cumpre esclarecer que para o período solicitado, não houve nenhum professor de biologia no município de Joao Alfredo exonerado.E, quanto à informação de aposentadoria ou falecimento no mesmo período, não dispomos dessa informação em nosso banco de dados. Como sugestão, seria importante o cidadão procurar a Fundação de Aposentadorias e Pensão de Pernambuco - FUNAPE - http://www2.funape.pe.gov.br/web/funape.",Acesso parcialmente concedido,Não se aplica
201958409,SEE,23/07/2019,julho,Concluído no Prazo,"SOLICITO O NOME DOS PROFESSORES DE BIOLOGIA APROVADOS NO CONCURSO DA SEE - MUNICÍPIO DE SURUBIM - QUE TOMARAM POSSE EM 2019, BEM COMO O NOME DOS QUE NÃO ASSUMIRAM.",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados por essa LAI.Por ocasião da realização do concurso foi ofertada 1 vaga para o município de Surubim, no qual  constam 4 candidatos aprovados, tendo sido o 1º colocado nomeado para Surubim, 1ª opção, através do Ato 2642 de 26.05.2017, publicado no D.O de  27.05.2017; o  2º colocado nomeado  Vertente do Lério,  2ª opção, através do Ato 2641  de 26.05.2017 publicado no D.O de  27.05.2017; e os 3º e 4º colocados  nomeados para Surubim, 1ª opção, através do Ato 5266 de 26.04.2019 publicado em 27.04.2019, visando atender necessidade da SEE.Ademais, ressalto que todos os candidatos nomeados para Surubim assumiram e estão em exercício.",Acesso concedido,Não se aplica
201958656,UPE,24/07/2019,julho,Concluído no Prazo,Aquantidade de cargos VAGOS e OCUPADOS de Advogado da UPE (universidade de Pernambuco) que existem hoje.,Servidores,Informa-se que  na Universidade de Pernambuco o quantitativo de cargos de Advogadosocupados é 09 (nove) e conforme a Portaria Conjunta SAD/UPE158/2018 o total de cargos vagos é 09 ( nove ).,Acesso concedido,Não se aplica
201958830,CPRH,24/07/2019,julho,Concluído no Prazo,"Solicito a Agência Estadual de Meio Ambiente, que tenha a gentileza de enviar-me a tabela de valores do AIACA  e do Risco de Vida de junho dos dois últimos anos até a presente data, a fim de que possamos conferir os vencimentos não pagos.",Servidores,"Informo que, seguem em anexo, os valores do AIACA e do Risco de Vida solicitados",Acesso concedido,Não se aplica
201958937,DETRAN,25/07/2019,julho,Concluído no Prazo,"Necessito de informações sobre eventuais veículos que estejam registrados, bem como se existe alguma comunicação de venda anotada, na qual figuram os seguintes devedores como compradores de veículos:xxxxx - CPF: xxxxx; e as empresas NE CONSTRUCOES LTDA - CNPJ: 40.830.358/0001-66, MASTERMIX SERVICOS DE ENGENHARIA EM CONCRETO LTDA ME - CNPJ: 16.986.939/0001-07, NE FUNDACOES E ESTRUTURAS LTDA ME - CNPJ: 19.782.249/0001-24, CONCREMASTER LTDA - ME - CNPJ: 23.201.371/0001-37, NORDECON CONSTRUCOES, PINTURAS E REVESTIMENTOS LTDA - CNPJ: 11.406.858/0001-77.",Serviço Público,"Prezado Senhor, o presente pedido de acesso à informação requer a divulgação de dados privados e pessoais, nos termos do artigo 17 da Lei Estadual nº 14.804/2012, motivo pelo qual só podem ser fornecidos aos proprietários dos veículos, pessoalmente, ou por procurador legalmente habilitado",Acesso negado,Dados pessoais
201958973,UPE,25/07/2019,julho,Concluído no Prazo,"Solicitar o quadro de professores do Curso de Licenciatura em Ciências Biológicas do campus Mata Norte da Universidade de Pernambuco (UPE), com os seguintes elementos:1) Nome dos professores e as disciplinas que lecionam;2) Vínculo com a Administração Pública (se estatutário ou temporário/substituto);3) Data de admissão dos professores substitutos (temporários).",Servidores,"Esta Ouvidoria da Universidade de Pernambuco - UPE, encaminha em anexo a resposta ao seu  Pedido de Acesso à Informação/PAI,  registrado sob o Número de Protocolo: 589732019, enviado pela Autoridade Administrativa da Lei de Acesso à Informação/LAI desta UPE, Sra. Hosana Apolinária Rodrigues de Lima.",Acesso concedido,Não se aplica
201958978,SEE,25/07/2019,julho,Concluído no Prazo,"Relação dos contratados na disciplina de Língua Portuguesa nas cidades de Cupira, Agrestina e Panelas, com a data de início e de término dos mesmos.",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados por essa LAI.",Acesso concedido,Não se aplica
201958991,SES,25/07/2019,julho,Concluído no Prazo,Lista completa de medicamentos padronizados do Hospital Agamenon Magalhães.,Saúde,"Recebemos da Diretoria Geral de Assistência Integrada a Saúde SES/PE/SES/PE, Dra Giselle Fonseca de Carvalho, reposta  referente ao Pedido de Acesso á Informação de protocolo: 201958991, a qual segue por meio de anexo",Acesso concedido,Não se aplica
201958992,SES,25/07/2019,julho,Concluído no Prazo,Lista completa de medicamentos padronizados do Hospital Barão de Lucina.,Saúde,"Recebemos da Diretoria Geral de Assistência Integrada a Saúde SES/PE/SES/PE, Dra Giselle Fonseca de Carvalho, reposta  referente ao Pedido de Acesso á Informação de protocolo: 201958992, a qual segue por meio de anexo.",Acesso concedido,Não se aplica
201958993,SES,25/07/2019,julho,Concluído no Prazo,Lista completa de medicamentos padronizados do Hospital Correia Picanço.,Saúde,"Recebemos da Diretoria Geral de Assistência Regional - SES/PE, resposta referente ao Pedido de Acesso à Informação de protocolo: 201958993, a qual segue por meio de anexo.",Acesso concedido,Não se aplica
201958996,SES,25/07/2019,julho,Concluído Fora do Prazo,"Relação estadual de medicamentos essenciais, discriminando quais medicamentos são utilizados no âmbito hospitalar.",Saúde,"Recebemos da Secretaria Executiva de Assistência à Saúde, Dra Cristina Mota, resposta referente ao Pedido de Acesso à Informação de protocolo: 201958996, a qual segue por meio de anexo.?",Acesso concedido,Não se aplica
201958999,SEE,25/07/2019,julho,Concluído no Prazo,Gostaria de saber se o professor José Leonardo dos santos foi empossado para o cargo de professor de educação física (gre mata norte - município de carpina) na ultima chamada (28.12.2018) para o concurso de professores do estado.,Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, informo que o candidato em questão concorreu ao cargo de Professor para a disciplina de Educação Física, na Gerência Regional Mata Norte/Nazaré da Mata, no município de Carpina, sendo, posteriormente, nomeado através do Ato n° 4265, de 27.12.2018 publicado no Diário Oficial de 28.12.2018. ",Acesso concedido,Não se aplica
201959000,SEE,25/07/2019,julho,Concluído no Prazo,Gostaria de saber os nomes dos professores contratados para a função  de professor de educação física na cidade de carpina (gre mata norte) no ano de 2019 .,Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados por essa LAI.",Acesso concedido,Não se aplica
201959001,SEE,25/07/2019,julho,Concluído no Prazo,gostaria de saber os nomes dos professores contratados ( e suas respectivas escolas) para a função  de professor de educação física na cidade de carpina (gre mata norte) para o ano de 2019.,Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados por essa LAI.",Acesso concedido,Não se aplica
201959002,SEE,25/07/2019,julho,Concluído no Prazo,"relação dos  professores de educação física da cidade de CARPINA (GRE MATA NORTE) nomeados na ultima chamada (28.12.2018) no concurso para professor do estado,  e se todos tomaram posse no cargo.",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, informo que o Diário Oficial do dia 28.12.2018, sob o ato nº 4265, foram nomeados 04 candidatos para o cargo de Professor de Educação Física para o município de Carpina / GRE Mata Norte, conforme quadro abaixo, o qual 03 estão em efetivo exercício, e 01 solicitou prorrogação de posse, deferida através do despacho proferido no Diário Oficial do dia 31.01.2019:ATOSITUAÇÃONOME4265EM EXERCÍCIOARIMATEA ODERICO FREIRE4265EM EXERCÍCIODIANA MOTA PASCHOAL VELOSO DA SILVA4265EM EXERCÍCIOGILBERTO FELIPE DA SILVA FREITAS4265PRORROGAÇÃO DE POSSEJOSE LEONARDO DOS SANTOSDestarte, cumpre ressaltar que o referido candidato teve sua vaga reservada, através da Portaria conjunta SAD/SEE nº 041, de 02 de julho de 2019, publicada no Diário Oficial do dia 03.07.2019, em cumprimento à decisão judicial nº 0014596-88.2019.8.17.2001.",Acesso concedido,Não se aplica
201959003,SEE,25/07/2019,julho,Concluído Fora do Prazo,"Gostaria de saber se há alguma professor de educação fisica (concursado) na cidade de carpina (gre mata norte) afastado por motivo de : Férias, licença prêmio, por estar realizando cursos, aposentadoria, ou qualquer outro motivo. se há ou se não há gostaria de uma resposta. ",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo relação com as informações suscitadas por essa LAI. Outrosism, cumpre esclarecer que todos os servidores estão na ativa.",Acesso concedido,Não se aplica
201959059,SERES,25/07/2019,julho,Concluído no Prazo,"Solicito o perfil (raça, cor, faixa etária, escolaridade, mães, quantidade de filhos, motivação do crime) e quantitativo atual de mulheres presas no estado de Pernambuco, por unidade prisional feminina.",direitos da cidadania,"Esta Ouvidoria da Secretaria de Justiça e Direitos Humanos - SJDH,  encaminha em anexo a resposta do Pedido de Acesso à Informação registrado sob o nº  201959059 encaminhado pela Autoridade Administrativa da SERES em exercício, Senhora Silvia Scherine Rodrigues Camelo.",Acesso parcialmente concedido,Não se aplica
201959094,SEE,25/07/2019,julho,Concluído Fora do Prazo,"Tendo em vista as nomeações e localizações realizadas pela secretaria de educação nos últimos  meses, observo que a candidata  Paula Roberta Paschoal Boulitreau, colega de trabalho do requerente e 25º colocada no ultimo concurso de provas e títulos, não assumiu o cargo por motivo de já estar empossada sob regime de dedicação exclusiva na UFPE, no colégio de aplicação.Lista de candidatos que efetivaram suas suas respectivas matriculas para a gerencia Recife Sul, pois sabendo que Roberta não pode assumir o cargo, esperava-se que a secretaria de educação convocasse o candidato subsequente.Foi observando o histórico de localização divulgados pelo Estado de Pernambuco que se percebeu que o último candidato localizado da GRE RECIFE SUL foi Leandro Vicente De Santana , 33° colocado na lista de classificação conform divulgado em D.O em 16/04/2019(matricula. 394.718-1, na Escola Monte Verde, Ibura, GRE R Sul, com 200 h/a mensais de Educação Física, a partir de 01.02.19. 0407010-3/2019.).",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo relação contendo o nome dos 33 candidatos nomeados para o cargo de Professor de Educação Física da GRE Recife Sul. É importante esclarecer que desses; 28 estão em efetivo exercício, 1 foi exonerado, 3 nomeados não tomaram posse, 1 solicitou prorrogação de posse.Outrossim, quanto a candidata Paula Roberta Paschoal Boulitreau esta foi nomeada, mas não chegou a tomar posse, e, não consta no sistema de recrutamento e seleção solicitação de prorrogação de posse da mesma. Dessa feita, a SEE chamou o candidato de posição subsequente.",Acesso concedido,Não se aplica
201959177,CPRH,25/07/2019,julho,Concluído no Prazo,Gostaria que verificassem se algum ofício foi expedido à CPRH relacionado às seguintes razões sociais e qual seria o eventual teor do documento:Ventos de Santa Brígida I Energias Renováveis S.A. 17.875.304/0001-03Ventos de Santa Brígida II Energias Renováveis S.A. 17.875.194/0001.71Ventos de Santa Brígida III Energias Renováveis S.A. 17.875.184/0001-36Ventos de Santa Brígida IV Energias Renováveis S.A. 17.875.122/0001-24Ventos de Santa Brígida V Energias Renováveis S.A. 17.875.103/0001-06Ventos de Santa Brígida VI Energias Renováveis S.A. 17.875.341/0001-03Ventos de Santa Brígida VII Energias Renováveis S.A. 17.875.270/0001-49,Gestão Ambiental,"A informação solicitada segue em anexo. Ressalto que a busca em nosso sistema foi realizada por meio dos termos ?São Clemente? e ?Santa Brígida?, considerando que os ofícios não são registrados a partir da numeração de CNPJ.",Acesso concedido,Não se aplica
201959228,COPERGAS,25/07/2019,julho,Concluído no Prazo,""" por gentileza, gostaria de solicitar os documentos referente aos pagamentos ou fornecimentos realizados entra a COPERGAS - COMPANHIA PERNAMBUCANA DE GÁS - PE e a empresa SILU COMERCIAL LTDA, CNPJ: 11.707.125/0001-72, correspondente ao pregão: 697098 Edital: 029/2017 processo: 138/2017, onde a mesma foi a vencedora do lote: 1 do certame, realizado no dia 24/11/2017.""",Execução Orçamentária e Financeira,"""Atendendo ao seu Pedido de Acesso à Informação nº 201959228, a COPERGÁS informa que efetuou o seguinte pagamento à empresa SILU COMERCIAL LTDA, conforme comprovante e Nota Fiscal que lhe enviaremos.data entrada: 24/05/2018título nº 0005011/1.1Data vencimento: 07/06/2018Valor: R$ 165.689,76""",Acesso concedido,Não se aplica
201959276,SDS,26/07/2019,julho,Concluído no Prazo,"O número de crimes violentos letais intencionais contra lésbicas, gays, bissexuais, travestis e transexuais no Estado de Pernambuco nos anos de 2017, 2018 e 2019, descriminando a quantidade por orientação sexual e tipo penal;b) O número de crimes violentos letais intencionais classificados como crime de ódio dirigidos às lésbicas, gays, bissexuais, travestis e transexuais no Estado de Pernambuco nos anos de 2017, 2018 e 2019, descriminando a quantidade por orientação sexual e tipo penal;c) O percentual de casos narrados nas questões (a) e (b) frente ao número crimes violentos letais intencionais no Estado de Pernambuco, descriminando a quantidade por orientação sexual e tipo penal.",Segurança Pública,"Relatório nº 580/2019-GACE/SDS, datado de 07 de agosto de 2019",Acesso concedido,Não se aplica
201959287,PMPE,26/07/2019,julho,Concluído no Prazo,"Em leitura recente, encontrei o seguinte dispositivo legal, afeto aos militares estaduais:O oficial do corpo, quadro ou serviço de saúde ou veterinário que possua curso universitário, terá contado, como tempo de efetivo serviço, um ano para cada cinco anos de efetivo serviço prestado, até que esse acréscimo perfaça o total de anos de duração do mencionado curso.Desta forma, solicito as seguintes informações:1)    Existe neste Estado situação semelhante, afeta aos militares estaduais?  Sim ou não?2)    Se a resposta for sim, é possível enviar (ou indicar) o texto (artigo da lei) e o número/ano da lei?3)    Se a resposta for não: (a)Não existe ou (b)já existiu e atualmente não existe mais. Se for o caso de não existir mais, é possível informar o motivo ou a lei que fez a alteração?",Servidores,"Ofício nº 1.237/2019-DGP 6, datado de 01 de agosto de 2019; acostado do Ofício nº 190/2019-DS-SEC., datado de 31 de julho de 2019",Acesso concedido,Não se aplica
201959296,PMPE,26/07/2019,julho,Concluído no Prazo,"Solicito que seja apresentado situação atual do caminhão anti-distúrbios - chamados tecnicamente de Carro de controle de distúrbios civis (CCDC) ou Steel truck - enviado para o Estado do Pernambuco em 2014, durante a Copa do Mundo.Peço que seja informado se o veículo está operante, em manutenção ou em funcionamento.Além disso, solicito que seja informado gastos para a manutenção do veículo entre 2014, 2015, 2016, 2017, 2018 e primeiro semestre de 2019.",Segurança Pública,"Ofício nº 1.382/2019-DGP 6, datado de 26 de agosto de 2019; acostado do Ofício nº 051/2019-BPChoque, datado de 05 de agosto de 2019?.Obs.: A Comissão de Reaparelhamento informou acerca dos gastos de manutenção, aquilo que efetivamente foi pago. Assim, significa que os serviços realizados no primeiro semestre de 2019, os quais foram descritos pelo Comandante do BPChoque no Ofício nº 051/2019, ainda não foram pagos. O custo de R$ 311,67 (trezentos e onze reais e sessenta e sete centavos) diz respeito a um serviço realizado em dezembro de 2018.",Acesso concedido,Não se aplica
201958549,UPE,24/07/2019,julho,Concluído no Prazo,"O objetivo central deste projeto é dar novos estímulos para a educação superior. No entanto, mais do que isso, queremos trazer diretrizes pragmáticas e cases de sucesso nacionais e internacionais que podem ser aplicados diretamente em nossas universidades, seja por meio do protagonismo acadêmico, de políticas públicas ou da sociedade de forma geral. Este estudo traz as vozes de diversos segmentos que querem mais das nossas universidades, que querem fazer parte da solução de construir juntos universidades cada vez mais empreendedoras.Dessa forma, este documento consiste em um manual que pode ser analisado e aplicado por todos que vislumbram universidades mais empreendedoras, gerando um intercâmbio hígido entre os atores da tríplice hélice - governo, empresas e universidades - e desenvolvendo cada vez mais a sociedade.E para com isso, trabalhamos com seis indicadores, sendo eles: Cultura Empreendedora; Inovação; Extensão; Infraestrutura; Internacionalização; Capital Financeiro.Com a necessidade de coleta de dados nessas áreas em específico para que a Universidade contemple o framework (A Universidade Empreendedora é a comunidade acadêmica, inserida em um ecossistema favorável, que desenvolve a sociedade por meio de práticas inovadoras) do projeto.Com base nisso solicitamos os seguintes dados:Questionário NIT (https://pt.surveymonkey.com/r/WP738LX);",Educação,"Informa - se  que o Questionário foi respondido, através do linlk (https://pt.surveymonkey.com/r/WP738LX) , que nos foi disponibilizado, através do registro deste protocolo.",Acesso concedido,Não se aplica
201958841,SES,24/07/2019,julho,Concluído no Prazo,"Requer-se informações acerca dos 07 (sete) convocados e nomeados para o  concurso público da Secretaria de Saúde do Estado de Pernambuco para 2014 (Portaria conjunta SAD/SES n. 87 de 25 de agosto de 2014), conforme conforme nomeação no Diário Oficial do Estado de Pernambuco do dia 02 de agosto de 2018, mais especificamente o seguinte:Se tomaram posse?Quem não tomou posse?Local onde estão laborando, se é no Hospital Regional Rui de Barros Correia - Arcoverde, Hospital Agamenon Magalhães - Serra Talhada ou em outro hospital do Estado?São eles:ALBERT NUANN SANTOS DE OLIVEIRAVIVIANE DE SOUZA BRANDÃO LIMAJAMES LEITE DE BRITOSIDIANE MUNIZ GALINDOMICHELLE NABUCO DOS REISMYLLANE FEITOSA BEZERRA DE OLIVEIRALUCICLEIDE ODÍLIA DO NASCIMENTO NUNES",Servidores,"Recebemos da Secretaria Executiva de Gestão do Trabalho e Educação em Saúde/SES/PE, Dra. Ricarda Samara Bezerra, reposta enviada por Sra Maria Santiago (Supervisora da Unidade de Cadastro de Pessoas da Gerência de Administração de Pessoas - SES), referente ao Pedido de Acesso á Informação de protocolo: 201958841, a qual segue por meio de anexo.",Acesso concedido,Não se aplica
201958843,SES,24/07/2019,julho,Concluído no Prazo,"Requer-se informações acerca dos 22 (vinte e dois) convocados e nomeados para o  concurso público da Secretaria de Saúde do Estado de Pernambuco para 2014 (Portaria conjunta SAD/SES n. 87 de 25 de agosto de 2014), conforme conforme nomeação no Diário Oficial do Estado de Pernambuco do dia 02 de agosto de 2018, mais especificamente o seguinte:Se tomaram posse?Quem não tomou posse?Local onde estão laborando, se é no Hospital Regional Rui de Barros Correia - Arcoverde, Hospital Agamenon Magalhães - Serra Talhada ou em outro hospital do Estado?São eles:ANALISTA EM SAÚDE / ENFERMEIRO ASSISTENCIAL PLANTONISTA1º ..................................................  EDJANE MARCELA SILVA DOS SANTOS2º ..................................................  VANESSA GOMES DE LIMA3º ..................................................  SILVANA CAVALCANTI DOS SANTOS4º ..................................................  ALDEMIR CAVALCANTE DA SILVA5º ..................................................  ELISABETE COSTA DE SOUZA6º ..................................................  RAQUEL DOS SANTOS VIEIRA SIQUEIRA7º ..................................................  GYSELLE DIAS GALLINDO DO NASCIMENTO9º ..................................................  PATRICYA WILDYSLEYA FREIRE SANTANA DO NASCIMENTO10º ................................................  MARIA SULENE FERNANDES DE SOUSA11º.................................................  BRUNO SOUZA DE LIMA12º ................................................  GEÓRGIA WERLAYNNE TRAVASSOS GUEDEES13º ................................................  YRIS LUANA RODRIGUES DA SILVA14º ................................................  ADRIANA SOARES DE LIMA15º ................................................  NELY CRISTINA DOS SANTOS16º ................................................  RAQUEL NEPOSIANO DA SILVA LIMA17º ................................................  DIANA NUNES DA SILVA18º ................................................  NADIA MANUELA MENDES DO VALE19º ................................................  FRANCIALA PEREIRA DA SILVA20º ................................................  ALINE MARIANO GAMA21º ................................................  LARISSA NAYANE BRAZ DO NASCIMENTO22º ................................................  EDVANILSON LEITE FAGUNDE",Servidores,"Recebemos da Secretaria Executiva de Gestão do Trabalho e Educação em Saúde/SES/PE, Dra. Ricarda Samara Bezerra, reposta enviada por Sra Maria Santiago (Supervisora da Unidade de Cadastro de Pessoas da Gerência de Administração de Pessoas - SES), referente ao Pedido de Acesso á Informação de protocolo: 201958843, a qual segue por meio de anexo",Acesso concedido,Não se aplica
201958847,SES,24/07/2019,julho,Concluído no Prazo,"Requer-se informações acerca dos 05 (cinco)convocados e nomeados para o concurso público da Secretaria de Saúde do Estado dePernambuco para 2014 (Portaria conjunta SAD/SES n. 87 de 25 de agosto de 2014),conforme conforme nomeação no Diário Oficial do Estado de Pernambuco do dia 02 deagosto de 2018, mais especificamente o seguinte:Se tomaram posse?Quem não tomou posse?Local onde estão laborando, se é no Hospital Regional Rui de Barros Correia -Arcoverde, Hospital Agamenon Magalhães - Serra Talhada ou em outro hospital doEstado?São eles:RICARDO CÉSAR ESPINHARA TENORIOLORENA DE FREITAS CHARAMBAVITOR ÁVILA ROZEIRA SILVARENATA MARIA DA SILVA XAVIERBRUNA GRAZIELY VIEIRA SIMÕES",Servidores,"Recebemos da Secretaria Executiva de Gestão do Trabalho e Educação em Saúde/SES/PE, Dra. Ricarda Samara Bezerra, reposta enviada por Sra Maria Santiago (Supervisora da Unidade de Cadastro de Pessoas da Gerência de Administração de Pessoas - SES), referente ao Pedido de Acesso á Informação de protocolo: 201958847, a qual segue por meio de anexo.",Acesso concedido,Não se aplica
